Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.63,43.68,TORONTO INTL A,6158731,2020-03-13,2020,3,13,,8.4,,1.1,,4.8,,13.2,,0,,2.8,,0,,2.8,,,,29,,78,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-14,2020,3,14,,3.7,,-1.4,,1.2,,16.8,,0,,0,,0,,0,,,,31,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-15,2020,3,15,,3.8,,-4.4,,-0.3,,18.3,,0,,0,,0,,0,,,,5,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-16,2020,3,16,,4.1,,-5.3,,-0.6,,18.6,,0,,0,,1,,1,,0,T,9,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-17,2020,3,17,,8.6,,-1.2,,3.7,,14.3,,0,,0,,0,T,0,T,,,29,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-18,2020,3,18,,4.4,,-3,,0.7,,17.3,,0,,1,,0,T,1,,,,9,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-19,2020,3,19,,7.3,,2,,4.7,,13.3,,0,,2.6,,0,,2.6,,,,8,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-20,2020,3,20,,18.4,,-4.3,,7.1,,10.9,,0,,3.6,,0,,3.6,,,,29,,78,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-21,2020,3,21,,0.7,,-8.4,,-3.9,,21.9,,0,,0,,0,,0,,,,33,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-22,2020,3,22,,1.3,,-7.8,,-3.3,,21.3,,0,,0,,0,T,0,T,,,8,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-23,2020,3,23,,3.8,,-0.4,,1.7,,16.3,,0,,4.4,,3.8,,8.2,,2,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-03-24,2020,3,24,,5.5,,0.7,,3.1,,14.9,,0,,0,,0,,0,,,,16,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-25,2020,3,25,,9.7,,1.6,,5.7,,12.3,,0,,0,,0,,0,,,,9,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-26,2020,3,26,,13.3,,1.9,,7.6,,10.4,,0,,0,,0,,0,,,,20,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-27,2020,3,27,,9.1,,1.2,,5.2,,12.8,,0,,0,,0,,0,,,,16,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-28,2020,3,28,,7.8,,2.8,,5.3,,12.7,,0,,2.4,,0,,2.4,,,,8,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-29,2020,3,29,,18,,5,,11.5,,6.5,,0,,15.2,,0,,15.2,,,,23,,81,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-30,2020,3,30,,8.7,,4.8,,6.8,,11.2,,0,,2,,0,,2,,,,21,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-03-31,2020,3,31,,6.6,,4.3,,5.5,,12.5,,0,,0.2,,0,,0.2,,,,8,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-01,2020,4,1,,10.2,,1,,5.6,,12.4,,0,,0,,0,,0,,,,16,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-02,2020,4,2,,14.5,,2.1,,8.3,,9.7,,0,,0,,0,,0,,,,33,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-03,2020,4,3,,11.1,,2,,6.6,,11.4,,0,,0,T,0,,0,T,,,33,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-04,2020,4,4,,11.2,,5.4,,8.3,,9.7,,0,,0.2,,0,,0.2,,,,15,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-05,2020,4,5,,10.9,,1.3,,6.1,,11.9,,0,,0,,0,,0,,,,33,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-06,2020,4,6,,14.3,,-0.4,,7,,11,,0,,0,,0,,0,,,,15,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-07,2020,4,7,,14.1,,4.1,,9.1,,8.9,,0,,6,,0,,6,,,,9,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-08,2020,4,8,,13.9,,5.5,,9.7,,8.3,,0,,1.8,,0,,1.8,,,,30,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-09,2020,4,9,,9.3,,0.9,,5.1,,12.9,,0,,8.6,,0.4,,9,,,,30,,72,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-10,2020,4,10,,7.6,,0.1,,3.9,,14.1,,0,,0,,0,,0,,,,29,,65,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-11,2020,4,11,,9.4,,-2.1,,3.7,,14.3,,0,,0,,0,,0,,,,28,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-12,2020,4,12,,13.7,,3.9,,8.8,,9.2,,0,,0.6,,0,,0.6,,,,9,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-13,2020,4,13,,14.8,,2,,8.4,,9.6,,0,,12.8,,0,T,12.8,,,,28,,78,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-14,2020,4,14,,7,,-3.2,,1.9,,16.1,,0,,0,,0,T,0,T,0,T,20,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-15,2020,4,15,,4.4,,-4.8,,-0.2,,18.2,,0,,0,,0,T,0,T,,,32,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-16,2020,4,16,,4.9,,-4.8,,0.1,,17.9,,0,,0,,0,T,0,T,,,29,,63,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-17,2020,4,17,,6.6,,-2.6,,2,,16,,0,,0,,0,,0,,,,16,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-18,2020,4,18,,11.3,,-3,,4.2,,13.8,,0,,0,,0,,0,,,,19,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-19,2020,4,19,,13.6,,-1.5,,6.1,,11.9,,0,,0.4,,0,,0.4,,,,32,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-20,2020,4,20,,6.9,,-3.6,,1.7,,16.3,,0,,0,,0,,0,,,,16,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-21,2020,4,21,,8.1,,-2.4,,2.9,,15.1,,0,,1,,0,T,1,,,,31,,76,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-22,2020,4,22,,6.2,,-2.7,,1.8,,16.2,,0,,0,,0,,0,,,,31,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-23,2020,4,23,,6.1,,-1.7,,2.2,,15.8,,0,,0,T,0,,0,T,,,9,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-24,2020,4,24,,10.4,,3.8,,7.1,,10.9,,0,,0,T,0,,0,T,,,6,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-25,2020,4,25,,13.8,,-0.7,,6.6,,11.4,,0,,0,,0,,0,,,,9,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-26,2020,4,26,,11.2,,5.9,,8.6,,9.4,,0,,2,,0,,2,,,,7,,61,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-27,2020,4,27,,14.3,,3.4,,8.9,,9.1,,0,,0,,0,,0,,,,18,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-28,2020,4,28,,13.3,,7.3,,10.3,,7.7,,0,,0,T,0,,0,T,,,8,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-29,2020,4,29,,14.2,,7.9,,11.1,,6.9,,0,,1,,0,,1,,,,9,,61,
-79.63,43.68,TORONTO INTL A,6158731,2020-04-30,2020,4,30,,14.2,,9.3,,11.8,,6.2,,0,,6.2,,0,,6.2,,,,9,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-01,2020,5,1,,15.7,,7,,11.4,,6.6,,0,,1.2,,0,,1.2,,,,32,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-02,2020,5,2,,15.6,,5.6,,10.6,,7.4,,0,,0.6,,0,,0.6,,,,15,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-03,2020,5,3,,21,,6.6,,13.8,,4.2,,0,,0,,0,,0,,,,30,,61,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-04,2020,5,4,,11.4,,1.8,,6.6,,11.4,,0,,0,,0,,0,,,,32,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-05,2020,5,5,,11.4,,-0.7,,5.4,,12.6,,0,,0,,0,,0,,,,1,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-06,2020,5,6,,12.8,,2.6,,7.7,,10.3,,0,,0,,0,,0,,,,18,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-07,2020,5,7,,13.6,,1.1,,7.4,,10.6,,0,,0.4,,0,,0.4,,,,30,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-08,2020,5,8,,4.8,,-3.1,,0.9,,17.1,,0,,0,,0,T,0,T,,,34,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-09,2020,5,9,,6.8,,-4.7,,1.1,,16.9,,0,,0,,0.4,,0.4,,,,30,,68,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-10,2020,5,10,,8.2,,-1.4,,3.4,,14.6,,0,,0.4,,0,,0.4,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-05-11,2020,5,11,,7.8,,-1.7,,3.1,,14.9,,0,,4.4,,2.8,,7.2,,0,T,29,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-12,2020,5,12,,8.6,,-3.8,,2.4,,15.6,,0,,0,,0,,0,,,,29,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-13,2020,5,13,,12.8,,-3,,4.9,,13.1,,0,,0,,0,,0,,,,15,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-14,2020,5,14,,13.2,,5.9,,9.6,,8.4,,0,,3.4,,0,,3.4,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-05-15,2020,5,15,,19.1,,7.7,,13.4,,4.6,,0,,3.4,,0,,3.4,,,,34,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-16,2020,5,16,,16.9,,7.5,,12.2,,5.8,,0,,0,,0,,0,,,,36,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-17,2020,5,17,,16.3,,7.3,,11.8,,6.2,,0,,2,,0,,2,,,,9,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-18,2020,5,18,,15.2,,11.2,,13.2,,4.8,,0,,10.8,,0,,10.8,,,,10,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-19,2020,5,19,,17.1,,12.4,,14.8,,3.2,,0,,0,,0,,0,,,,7,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-20,2020,5,20,,19.2,,9.6,,14.4,,3.6,,0,,0,,0,,0,,,,12,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-21,2020,5,21,,20.7,,7.5,,14.1,,3.9,,0,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-05-22,2020,5,22,,23.9,,9.6,,16.8,,1.2,,0,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-05-23,2020,5,23,,24.9,,12.7,,18.8,,0,,0.8,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-05-24,2020,5,24,,25.9,,15.2,,20.6,,0,,2.6,,0.4,,0,,0.4,,,,15,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-25,2020,5,25,,30.3,,18.4,,24.4,,0,,6.4,,0,T,0,,0,T,,,23,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-26,2020,5,26,,31,,16.4,,23.7,,0,,5.7,,0,,0,,0,,,,17,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-27,2020,5,27,,28.4,,19.1,,23.8,,0,,5.8,,0,,0,,0,,,,20,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-28,2020,5,28,,22.8,,18.1,,20.5,,0,,2.5,,6.6,,0,,6.6,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-05-29,2020,5,29,,25.7,,11.1,,18.4,,0,,0.4,,6.2,,0,,6.2,,,,28,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-30,2020,5,30,,18.7,,8,,13.4,,4.6,,0,,0,T,0,,0,T,,,31,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-05-31,2020,5,31,,16.3,,6.6,,11.5,,6.5,,0,,0.2,,0,,0.2,,,,32,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-01,2020,6,1,,23.7,,7.9,,15.8,,2.2,,0,,0,,0,,0,,,,27,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-02,2020,6,2,,27.2,,12.9,,20.1,,0,,2.1,,10.4,,0,,10.4,,,,2,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-03,2020,6,3,,27.4,,13.4,,20.4,,0,,2.4,,5.4,,0,,5.4,,,,33,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-04,2020,6,4,,30,,15.6,,22.8,,0,,4.8,,0,,0,,0,,,,29,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-05,2020,6,5,,28.3,,17,,22.7,,0,,4.7,,2.6,,0,,2.6,,,,23,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-06,2020,6,6,,26.1,,13.9,,20,,0,,2,,0,,0,,0,,,,31,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-07,2020,6,7,,20.9,,11.1,,16,,2,,0,,0,,0,,0,,,,35,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-08,2020,6,8,,22.8,,10,,16.4,,1.6,,0,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-06-09,2020,6,9,,31.6,,15.6,,23.6,,0,,5.6,,0,,0,,0,,,,14,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-10,2020,6,10,,32.1,,16.9,,24.5,,0,,6.5,,24.4,,0,,24.4,,,,24,,68,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-11,2020,6,11,,24.3,,15.4,,19.9,,0,,1.9,,0,T,0,,0,T,,,26,,65,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-12,2020,6,12,,17.9,,9.2,,13.6,,4.4,,0,,0,,0,,0,,,,31,,65,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-13,2020,6,13,,18.7,,8,,13.4,,4.6,,0,,0,,0,,0,,,,34,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-14,2020,6,14,,17.6,,8.2,,12.9,,5.1,,0,,0,,0,,0,,,,12,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-15,2020,6,15,,21,,8.9,,15,,3,,0,,0,,0,,0,,,,11,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-16,2020,6,16,,24.4,,9.7,,17.1,,0.9,,0,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-06-17,2020,6,17,,27.5,,12.6,,20.1,,0,,2.1,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-06-18,2020,6,18,,29.3,,15.3,,22.3,,0,,4.3,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-06-19,2020,6,19,,29.7,,17.6,,23.7,,0,,5.7,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-06-20,2020,6,20,,30.6,,18.9,,24.8,,0,,6.8,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-06-21,2020,6,21,,30.8,,19.1,,25,,0,,7,,0,,0,,0,,,,15,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-22,2020,6,22,,30.3,,19.6,,25,,0,,7,,0.2,,0,,0.2,,,,14,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-23,2020,6,23,,25.5,,17.5,,21.5,,0,,3.5,,4,,0,,4,,,,26,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-24,2020,6,24,,23.4,,15.3,,19.4,,0,,1.4,,0,T,0,,0,T,,,27,,61,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-25,2020,6,25,,26.9,,10.9,,18.9,,0,,0.9,,0,,0,,0,,,,29,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-26,2020,6,26,,30.2,,14.7,,22.5,,0,,4.5,,0,,0,,0,,,,29,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-27,2020,6,27,,29.4,,19.1,,24.3,,0,,6.3,,2.8,,0,,2.8,,,,25,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-28,2020,6,28,,29.3,,17.3,,23.3,,0,,5.3,,0,,0,,0,,,,1,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-29,2020,6,29,,32.1,,18.8,,25.5,,0,,7.5,,0,,0,,0,,,,36,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-30,2020,6,30,,27.5,,19.2,,23.4,,0,,5.4,,0,,0,,0,,,,15,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-01,2020,7,1,,29.9,,18.9,,24.4,,0,,6.4,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-02,2020,7,2,,35.5,,21.1,,28.3,,0,,10.3,,0,,0,,0,,,,33,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-03,2020,7,3,,32.4,,22.3,,27.4,,0,,9.4,,0,,0,,0,,,,35,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-04,2020,7,4,,32,,20.2,,26.1,,0,,8.1,,0,,0,,0,,,,35,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-05,2020,7,5,,34,,18.5,,26.3,,0,,8.3,,0,,0,,0,,,,27,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-06,2020,7,6,,31.3,,20.6,,26,,0,,8,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-07,2020,7,7,,34,,21.6,,27.8,,0,,9.8,,0,,0,,0,,,,17,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-08,2020,7,8,,34.6,,22.2,,28.4,,0,,10.4,,6.2,,0,,6.2,,,,7,,71,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-09,2020,7,9,,34.3,,22.5,,28.4,,0,,10.4,,0,,0,,0,,,,16,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-10,2020,7,10,,32.3,,20.6,,26.5,,0,,8.5,,16.6,,0,,16.6,,,,26,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-11,2020,7,11,,28.4,,20.1,,24.3,,0,,6.3,,21,,0,,21,,,,33,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-12,2020,7,12,,27.9,,18.2,,23.1,,0,,5.1,,0,,0,,0,,,,35,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-13,2020,7,13,,25.3,,18,,21.7,,0,,3.7,,1,,0,,1,,,,33,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-14,2020,7,14,,26.8,,17.4,,22.1,,0,,4.1,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-15,2020,7,15,,28.2,,18.4,,23.3,,0,,5.3,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-16,2020,7,16,,25.6,,21.7,,23.7,,0,,5.7,,2.8,,0,,2.8,,,,30,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-17,2020,7,17,,31.4,,20.1,,25.8,,0,,7.8,,0,,0,,0,,,,24,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-18,2020,7,18,,33.2,,20.1,,26.7,,0,,8.7,,0,,0,,0,,,,23,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-19,2020,7,19,,31.2,,21.9,,26.6,,0,,8.6,,9,,0,,9,,,,27,,76,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-20,2020,7,20,,29.6,,17.8,,23.7,,0,,5.7,,0,,0,,0,,,,33,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-21,2020,7,21,,26.2,,15.3,,20.8,,0,,2.8,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-22,2020,7,22,,26.7,,20.2,,23.5,,0,,5.5,,9.6,,0,,9.6,,,,35,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-23,2020,7,23,,27.6,,18.4,,23,,0,,5,,0,,0,,0,,,,34,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-24,2020,7,24,,27.6,,17.6,,22.6,,0,,4.6,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-25,2020,7,25,,30,,17.8,,23.9,,0,,5.9,,0,,0,,0,,,,26,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-26,2020,7,26,,33.5,,19.6,,26.6,,0,,8.6,,0,,0,,0,,,,26,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-27,2020,7,27,,32.7,,21.8,,27.3,,0,,9.3,,0.8,,0,,0.8,,,,30,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-28,2020,7,28,,31.1,,17.5,,24.3,,0,,6.3,,0,,0,,0,,,,30,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-29,2020,7,29,,30.7,,19.5,,25.1,,0,,7.1,,0.6,,0,,0.6,,,,27,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-30,2020,7,30,,28.1,,16.9,,22.5,,0,,4.5,,0,,0,,0,,,,34,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-31,2020,7,31,,28.8,,18.1,,23.5,,0,,5.5,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-01,2020,8,1,,30,,18.7,,24.4,,0,,6.4,,3.8,,0,,3.8,,,,12,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-02,2020,8,2,,28.4,,19.5,,24,,0,,6,,37,,0,,37,,,,23,,67,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-03,2020,8,3,,24.9,,17.1,,21,,0,,3,,26.8,,0,,26.8,,,,25,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-04,2020,8,4,,24.6,,17.7,,21.2,,0,,3.2,,10.4,,0,,10.4,,,,29,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-05,2020,8,5,,23.9,,14.2,,19.1,,0,,1.1,,0,,0,,0,,,,27,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-06,2020,8,6,,23.9,,13.3,,18.6,,0,,0.6,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-07,2020,8,7,,25.6,,14.5,,20.1,,0,,2.1,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-08,2020,8,8,,27.1,,15.9,,21.5,,0,,3.5,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-09,2020,8,9,,30.6,,20.4,,25.5,,0,,7.5,,0,,0,,0,,,,25,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-10,2020,8,10,,32.1,,21.8,,27,,0,,9,,0,,0,,0,,,,23,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-11,2020,8,11,,28.9,,15.6,,22.3,,0,,4.3,,0,,0,,0,,,,26,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-12,2020,8,12,,29.8,,15.1,,22.5,,0,,4.5,,0,,0,,0,,,,20,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-13,2020,8,13,,28.9,,19,,24,,0,,6,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-14,2020,8,14,,28.6,,20.8,,24.7,,0,,6.7,,0,,0,,0,,,,12,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-15,2020,8,15,,27.9,,17.1,,22.5,,0,,4.5,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-16,2020,8,16,,25.8,,18.5,,22.2,,0,,4.2,,1,,0,,1,,,,14,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-17,2020,8,17,,27.4,,15,,21.2,,0,,3.2,,4.8,,0,,4.8,,,,33,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-18,2020,8,18,,25,,14.1,,19.6,,0,,1.6,,0.8,,0,,0.8,,,,36,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-19,2020,8,19,,23.7,,11.3,,17.5,,0.5,,0,,0,,0,,0,,,,36,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-20,2020,8,20,,27.6,,11,,19.3,,0,,1.3,,0,,0,,0,,,,21,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-21,2020,8,21,,30.6,,17.4,,24,,0,,6,,0,T,0,,0,T,,,28,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-22,2020,8,22,,31.1,,18.9,,25,,0,,7,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-23,2020,8,23,,31.7,,18.4,,25.1,,0,,7.1,,0,T,0,,0,T,,,23,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-24,2020,8,24,,32.7,,20.4,,26.6,,0,,8.6,,0,,0,,0,,,,25,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-25,2020,8,25,,28,,17,,22.5,,0,,4.5,,0,,0,,0,,,,32,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-26,2020,8,26,,21.2,,14.1,,17.7,,0.3,,0,,4.4,,0,,4.4,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-27,2020,8,27,,30.2,,17.9,,24.1,,0,,6.1,,0,,0,,0,,,,27,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-28,2020,8,28,,24,,16.7,,20.4,,0,,2.4,,0.2,,0,,0.2,,,,12,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-29,2020,8,29,,27,,16.2,,21.6,,0,,3.6,,1.8,,0,,1.8,,,,32,,68,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-30,2020,8,30,,23.7,,13.9,,18.8,,0,,0.8,,0,,0,,0,,,,36,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-31,2020,8,31,,25.2,,14.5,,19.9,,0,,1.9,,0,,0,,0,,,,6,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-01,2020,9,1,,28.1,,18.6,,23.4,,0,,5.4,,10.4,,0,,10.4,,,,16,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-02,2020,9,2,,28.3,,17.8,,23.1,,0,,5.1,,1.6,,0,,1.6,,,,27,,58,
